#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1717166120500940306,1.0905014846684935e-07,3.6653707979894534e-07,1.3360756945246521e-10,0.0,-7.812499825377017e-05,9.8041410446167
1717166120553089504,9.81721541393199e-07,1.1773802377490483e-08,-8.42233366382672e-11,0.0,7.812499825377017e-05,9.803438186645508
1717166120601811602,-1.498174029279653e-08,-1.0169501685197702e-08,-8.589760153165926e-11,0.0,0.0,9.790547370910645
1717166120643510047,9.256228281628864e-07,3.131631274300162e-07,-2.3720744118937986e-11,0.0,0.0,9.815468788146973
1717166120696569148,-4.0510727217224485e-08,-8.081430991069283e-08,3.72707073537093e-11,0.0,7.812499825377017e-05,9.809765815734863
1717166120747010498,-1.735616876885615e-07,-1.5695346178290492e-07,5.6051649433008777e-11,0.0,-7.812499825377017e-05,9.808438301086426
1717166120795305883,-2.369537384083742e-07,-2.3783894675943884e-07,1.1727729898325379e-11,0.0,-7.812499825377017e-05,9.8080472946167
1717166120842513008,-1.5321055002459616e-07,-2.6288975618626864e-07,-2.145174836376551e-11,0.0,7.812499825377017e-05,9.80820369720459
1717166120889172133,-6.228444959788249e-08,-2.9271711809997214e-07,-5.7964764932361135e-11,0.0,0.0,9.808438301086426
1717166120944648562,8.647091362945503e-07,4.863163027835071e-08,-1.626454873560057e-11,0.0,0.0,9.80875015258789
1717166121001196053,4.814828713506358e-08,1.0203404343656075e-08,-1.4383389227920484e-12,0.0,0.0,9.807890892028809
1717166121054805692,-6.63659818656015e-07,-3.3275244959440897e-07,6.462558266306928e-11,0.0,0.0,9.8100004196167
1717166121091297364,3.880864483107871e-07,3.4572167351143435e-08,-7.786499223172427e-11,0.0,0.0,9.8100004196167
1717166121144744956,-3.6126547797721287e-07,3.7438672961798147e-07,5.827569676819522e-11,0.0,0.0,9.809922218322754
1717166121195392921,-2.577736211151205e-07,-3.5165746226084593e-07,-2.21470411454483e-11,0.0,0.0,9.809844017028809
1717166121245526146,-2.611920990602812e-07,3.493049121061631e-07,-2.0463866712283618e-11,0.0,0.0,9.809687614440918
1717166121293413803,-1.184458326974891e-07,3.5868598047272826e-07,1.0017002505247063e-10,0.0,0.0,9.8100004196167
1717166121339055732,8.502343007421587e-07,1.6044721107277837e-09,-5.757805690564943e-11,0.0,0.0,9.809453964233398
1717166121392940913,0.0,0.0,0.0,0.0,0.0,9.8100004196167
1717166121442123322,9.121216066887428e-07,-3.217963069346297e-07,-2.274685995118375e-11,0.0,0.0,9.810546875
1717166121499626486,-1.5493684557554843e-08,8.159932463058794e-08,-3.212258931073464e-11,0.0,0.0,9.809453964233398
1717166121553770201,9.373701459480799e-07,-1.9538666151674988e-07,-1.4210504994949247e-10,0.0,0.0,9.8100004196167
1717166121602488080,-9.002451406558976e-07,-1.405068275062149e-07,1.1266325372627506e-10,0.0,0.0,9.8100004196167
1717166121640388289,2.2745185290773406e-08,-4.489255616135779e-07,-1.9456913510906837e-11,0.0,0.0,9.8100004196167
1717166121693620052,1.5435389855156245e-08,3.084517459228664e-07,6.426402465731229e-11,0.0,0.0,9.810391426086426
1717166121747216532,8.889493301467155e-07,1.4094297284827917e-08,1.5556375632108654e-11,0.0,0.0,9.809609413146973
